"row_type","path","bytes","sha256","functional_block","current_responsibility","authority_or_owner","phase3_target_destination","phase4_classification","phase4_evidence","characterization_state","compatibility_obligation","current_or_future_action","expected_successor","coverage_mode","block_level_invariant_reference","notes","protected_contract_behavior","target_test_taxonomy","characterization_role","associated_production_block","migration_relevance","future_action","compatibility_migration_protection","support_class","sub_responsibility","reads_or_depends_on","writes_or_controls","runtime_or_regression_protection","migration_prerequisite","protected_contract_or_behavior","test_taxonomy","compatibility_or_migration_role","phase4_relevance","future_migration_relevance","active_or_support_status","phase_coverage","unique_surface_analysis"
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/flutter_view_controller.cc","1726","EA67EBEA6A75638512D39D09160A8EC3FE1D66BEE7212146457D45CFDA74F7DB","generated/toolchain artifact","Generated support artifact flutter view controller; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/flutter_view_controller.cc (1726 bytes; SHA-256 EA67EBEA6A75638512D39D09160A8EC3FE1D66BEE7212146457D45CFDA74F7DB).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/plugin_registrar.cc","1783","1E1A5242AC2DBDEBB2E3DA99BB34D5FD9BEB003C8621E1A155931B3342E7D7A0","generated/toolchain artifact","Generated support artifact plugin registrar; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/plugin_registrar.cc (1783 bytes; SHA-256 1E1A5242AC2DBDEBB2E3DA99BB34D5FD9BEB003C8621E1A155931B3342E7D7A0).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/readme","496","3AF2C979E3AAFD0999BEE2C37A0F79CCB906D489B06F9D20C054C4142F2DFC2F","generated/toolchain artifact","Generated support artifact readme; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/readme (496 bytes; SHA-256 3AF2C979E3AAFD0999BEE2C37A0F79CCB906D489B06F9D20C054C4142F2DFC2F).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/standard_codec.cc","15447","3D75B7F17D482E0047672EA5E3CB7ADF309976E7877FD3C5CC04D293BA671641","generated/toolchain artifact","Generated support artifact standard codec; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/standard_codec.cc (15447 bytes; SHA-256 3D75B7F17D482E0047672EA5E3CB7ADF309976E7877FD3C5CC04D293BA671641).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/texture_registrar_impl.h","1543","B61F467D683D8C43F9BFB59DA797F23B33E397398E31B9960B4BD1751E6F5D41","generated/toolchain artifact","Generated support artifact texture registrar impl; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/texture_registrar_impl.h (1543 bytes; SHA-256 B61F467D683D8C43F9BFB59DA797F23B33E397398E31B9960B4BD1751E6F5D41).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/include/flutter/basic_message_channel.h","5866","2B483D016862C88E403137C77E28CB290213901B806670B970B9FB5606D3D25D","generated/toolchain artifact","Generated support artifact basic message channel; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/include/flutter/basic_message_channel.h (5866 bytes; SHA-256 2B483D016862C88E403137C77E28CB290213901B806670B970B9FB5606D3D25D).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/include/flutter/binary_messenger.h","1947","A9C148126433A73CF45BEE50A830047F5C54CBE9F97E6D0FF1236691246F7964","generated/toolchain artifact","Generated support artifact binary messenger; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/include/flutter/binary_messenger.h (1947 bytes; SHA-256 A9C148126433A73CF45BEE50A830047F5C54CBE9F97E6D0FF1236691246F7964).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/include/flutter/byte_streams.h","2908","5B4852D2DC1BFBE58187D9BC262A01042845510C7029D044B64D71309B128E83","generated/toolchain artifact","Generated support artifact byte streams; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/include/flutter/byte_streams.h (2908 bytes; SHA-256 5B4852D2DC1BFBE58187D9BC262A01042845510C7029D044B64D71309B128E83).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/include/flutter/dart_project.h","5718","21ACDAFDD7A339C9BD5D9EB234B3413F973A231B61A3CD3656767542F61F071B","generated/toolchain artifact","Generated support artifact dart project; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/include/flutter/dart_project.h (5718 bytes; SHA-256 21ACDAFDD7A339C9BD5D9EB234B3413F973A231B61A3CD3656767542F61F071B).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/include/flutter/encodable_value.h","11663","2672440B287EBF0551A4475A54BC0E8F888A1C8BE556BFCD9F4B3D9C15E1FD37","generated/toolchain artifact","Generated support artifact encodable value; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/include/flutter/encodable_value.h (11663 bytes; SHA-256 2672440B287EBF0551A4475A54BC0E8F888A1C8BE556BFCD9F4B3D9C15E1FD37).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
"PLATFORM_BUILD_SCRIPT_TOOL","windows/flutter/ephemeral/cpp_client_wrapper/include/flutter/engine_method_result.h","2933","3300D3FE6AC2282DE919076E17DFAD9C014832E8CE1FD0794897BDFAD60BCCFD","generated/toolchain artifact","Generated support artifact engine method result; no hand-authored product behavior.","Platform/build/release contract","toolchain-generated support boundary","PLATFORM SUPPORT / RETAIN WITH BOUNDARY","Support-surface evidence for windows/flutter/ephemeral/cpp_client_wrapper/include/flutter/engine_method_result.h (2933 bytes; SHA-256 3300D3FE6AC2282DE919076E17DFAD9C014832E8CE1FD0794897BDFAD60BCCFD).","GROUP CHARACTERIZATION — homogeneous generated invariant","Flutter/Gradle toolchain reproducibility","Regenerate from pinned toolchain; do not hand-edit","Pinned toolchain regeneration/reproducibility validation","BLOCK-LEVEL INVARIANT","PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group.","Support class generated/toolchain artifact; unique behavior reviewed directly where present.","","","","","","","","Mechanically generated Flutter/Gradle output","","","","","","","","","","","SUPPORT — generated/toolchain","Phase 1 authority; Phase 2 current reality; Phase 3 target boundary; Phase 4 support evidence","GROUPED — explicit homogeneous generated invariant PLAT-GEN-001: platform ephemeral/generated files are regenerated and validated as one homogeneous group."
