"exact_path","source_location","current_status","primary_information_purpose","ownership","unique_current_knowledge","conflicting_knowledge","newer_authority_or_superseding_home","target_information_home","proposed_disposition","owner_decision_required","migration_verification_status","classification_basis","authority_class","current_authority_home","target_section_topic","migration_evidence","review_required_reason"
"docs/OPC_BACKUP_RESTORE_POLICY_PUBLIC_SUMMARY.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_BUSINESS_CRITICAL_PSEUDOCODE_MAP.md","GIT","INTERNAL DEVELOPMENT CONTROL","Logos logical-functional continuity/development-control","Internal Tale/Logos governance","YES","NO","Local INTERNAL_DEVELOPMENT_CONTROL/PSEUDOCODE/ artifact; original Git history","INTERNAL_DEVELOPMENT_CONTROL/PSEUDOCODE/OPC_BUSINESS_CRITICAL_PSEUDOCODE_MAP.md","MOVED TO LOCAL INTERNAL CONTROL","NO","VERIFIED â€” BYTE-PRESERVED LOCAL MOVE; POINTER RETAINED","Owner-approved internal pseudocode role; content moved byte-for-byte outside market-facing docs/","INTERNAL DEVELOPMENT CONTROL","docs/OPC_INTERNAL_DEVELOPMENT_CONTROL_REGISTER.md","Register: preserved artifact register","Source and destination SHA-256 match; original path retains a boundary pointer and Git history","INTERNAL ONLY â€” excluded from market-facing Logos review surface"
"docs/OPC_BUSINESS_DOMAIN_AND_FLOW_MAP.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_BUSINESS_LOGIC_EXTRACTION_QUEUE.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_BUSINESS_LOGIC_RULE_INVENTORY.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_BUSINESS_POLICY_CONSEQUENCE_GRAPH.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_BUSINESS_POLICY_EVALUATOR_ADVISOR_PREGLED_CHARACTERIZATION.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_BUSINESS_POLICY_EVALUATOR_ADVISOR_PREGLED_COVERAGE_MATRIX.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_BUSINESS_POLICY_EVALUATOR_ADVISOR_PREGLED_GAP_REGISTER.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_BUSINESS_POLICY_EVALUATOR_ADVISOR_PREGLED_WEB_SYNC_RISK_REGISTER.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_BUSINESS_POLICY_EVALUATOR_COMPLETION_MATRIX.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_BUSINESS_POLICY_EVALUATOR_DEEP_AUDIT.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
"docs/OPC_BUSINESS_POLICY_SCENARIO_MATRIX.md","GIT","CURRENT SUPPORTING EVIDENCE","Current domain/architecture/technical/recovery evidence","Domain/architecture/quality evidence","YES","NO","Compact current-state homes interpret this artifact; source/config/runtime remains the evidence","Retain at source/local path; interpret through the compact current-state homes","RETAIN","NO","VERIFIED â€” CURRENT SUPPORTING EVIDENCE","Current source/configuration/runtime or detailed evidence that remains useful but subordinate","CURRENT SUPPORTING EVIDENCE","README.md / compact current-state homes","Supporting evidence for the relevant product, architecture, development or quality topic","Exact path retained; target topic and subordinate role are recorded for later migration decisions","NONE â€” technical/supporting classification is evidence-based"
